,name,kind,latitude_deg,longitude_deg,elevation_ft,region_name,municipality,geometry
3895,Primeira Cruz Airport,small_airport,-2.50234,-43.43046,23.0,Maranhão,Primeira Cruz,POINT (4952110.4074658565 9723383.865839077)
3896,Fazenda Santa Julieta Airport,small_airport,-21.579521,-49.874464,1394.0,São Paulo,Promissão,POINT (4235201.22694177 7556072.371753091)
3897,Propriá Airport,small_airport,-10.25612,-36.80237,164.0,Sergipe,Propriá,POINT (5689499.547872951 8860440.299140662)
3898,Fazenda das Perobas Airport,small_airport,-19.5022220612,-44.1577796936,2762.0,Minas Gerais,Prudente De Morais,POINT (4871194.541256306 7801434.443329539)
3899,Prudentópolis Airport,small_airport,-25.182639,-50.923443,2510.0,Paraná,Prudentópolis,POINT (4118500.077271942 7121723.681410169)
3900,Clube de Voo Aeroquadra Airport,small_airport,-23.314218,-48.029801,660.0,São Paulo,Quadra,POINT (4440423.917628043 7348447.45777077)
3901,Boqueirão Alegre Airport,small_airport,-30.254004,-55.846174,732.0,Rio Grande do Sul,Quaraí,POINT (3570835.760621843 6487409.850808721)
3902,Fazenda Alvorada Airport,small_airport,-24.294224,-53.250647,1312.0,Paraná,Quarto Centenário,POINT (3859593.671789827 7229948.8008075785)
3903,Companhia Agrícola de Quatá Airport,small_airport,-22.28610038757324,-50.63890075683594,1919.0,São Paulo,Quatá,POINT (4150156.008331456 7471818.394568613)
3904,Quatros Bocas Airport,small_airport,-2.424256,-48.241523,,Pará,Quatros Bocas,POINT (4416869.393838343 9732020.811407557)
3905,Queimadas Airport,small_airport,-10.988332748413086,-39.62055587768555,1050.0,Bahia,Queimadas,POINT (5375970.361960575 8778095.319022324)
3906,Fazenda Liberdade Airport,small_airport,-12.069342,-52.825872,1099.0,Mato Grosso,Querência,POINT (3906850.79595628 8656141.42353285)
3907,Fazenda Pioneira Airport,small_airport,-12.102778,-52.434444,1093.0,Mato Grosso,Querência,POINT (3950397.995292932 8652361.632352926)
3908,Fazenda Americana Airport,small_airport,-12.587371,-52.095226,1181.0,Mato Grosso,Querência,POINT (3988136.7208429184 8597526.040857842)
3909,Fazenda Rio Suiá Airport,small_airport,-12.370912,-52.12031,1136.0,Mato Grosso,Querência,POINT (3985346.0723758675 8622032.829517424)
3910,Fazenda Macuco Airport,small_airport,-12.102825,-52.887948,1040.0,Mato Grosso,Querência,POINT (3899944.7086400376 8652356.318874987)
3911,Fazenda Panamby Airport,small_airport,-13.046913,-52.177243,1247.0,Mato Grosso,Querência,POINT (3979012.154772034 8545428.25707289)
3912,Fazenda Mata Linda Airport,small_airport,-11.821104,-52.755192,974.0,Mato Grosso,Querência,POINT (3914714.0966121205 8684188.784031007)
3913,Redex Aeroagrícola Airport,small_airport,-12.635379,-52.188379,1240.0,Mato Grosso,Querência,POINT (3977773.2510354263 8592087.905876637)
3914,Fazenda Tecoha Airport,small_airport,-12.542751,-52.566447,1096.0,Mato Grosso,Querência,POINT (3935712.3801758834 8602579.474173794)
3915,Fazenda Estrela D`Alva Airport,small_airport,-13.191879,-52.312903,1250.0,Mato Grosso,Querência,POINT (3963919.6906100167 8528973.429741243)
3916,Fazenda Tanguru Airport,small_airport,-12.721846,-52.38028,1050.0,Mato Grosso,Querência,POINT (3956423.855744587 8582290.691947578)
3917,Fazenda Agroplan Airport,small_airport,-11.662765,-52.861164,1083.0,Mato Grosso,Querência,POINT (3902924.485730672 8702065.351338085)
3918,Primavera Airport,small_airport,-12.616667,-52.153889,1201.0,Mato Grosso,Querência,POINT (3981610.3370515546 8594207.641699636)
3919,Fazenda Estrela D`Alva Airport,small_airport,-12.120271,-52.641184,1050.0,Mato Grosso,Querência,POINT (3927397.7296224646 8650383.935662307)
3920,Fazenda Roncador I Airport,small_airport,-12.155400276184082,-52.27899932861328,993.0,Mato Grosso,Querência,POINT (3967691.546318146 8646411.947080484)
3921,Fazenda São Mateus Airport,small_airport,-22.96666717529297,-53.54333114624024,1050.0,Paraná,Querência Do Norte,POINT (3827031.936658458 7390258.11911316)
3922,Fazenda Bom Retiro Airstrip,small_airport,-22.177192,-50.387186,1411.0,São Paulo,Quintana,POINT (4178159.811564519 7484832.571776233)
3923,Quirinópolis Airport,small_airport,-18.44610023498535,-50.40919876098633,1922.0,Goiás,Quirinópolis,POINT (4175710.8449841477 7924938.989807272)
3924,Fazenda Canamari Airport,small_airport,-18.549552,-50.381241,1699.0,Goiás,Quirinópolis,POINT (4178821.205486406 7912875.863837441)
3925,Quissamã Airstrip,small_airport,-22.059444,-41.481111,52.0,Rio de Janeiro,Quissamã,POINT (5168979.638792442 7498891.583677944)
3926,Custódio Airport,small_airport,-5.185846,-39.249492,732.0,Ceará,Quixeramobim,POINT (5417252.009283208 9426131.27467734)
3927,Chapada do Apodi Airport,small_airport,-5.122977,-37.970752,456.0,Ceará,Quixeré,POINT (5559514.559943227 9433107.347995767)
3928,Fazenda Izaura - Usina Cocal Airport,small_airport,-22.506667,-50.865278,1542.0,São Paulo,Racharia,POINT (4124971.0575018087 7445429.949793126)
3929,Atena Airport,small_airport,-22.15278,-51.02861,1585.0,São Paulo,Rancharia,POINT (4106800.0243563675 7487748.320638556)
3930,Fazenda Congonhas Airport,small_airport,-23.038610458374023,-50.93444442749024,1526.0,Paraná,Rancho Alegre,POINT (4117276.1450138893 7381612.260655468)
3931,CAVU - Clube de Aviação Ultraleve Airport,small_airport,-2.448485,-44.120864,109.0,Maranhão,Raposa,POINT (4875301.490855849 9729340.87345135)
3932,Realeza Airport,small_airport,-25.80120086669922,-53.51269912719727,1693.0,Paraná,Realeza,POINT (3830439.8140697526 7045901.045791331)
3933,Encanta Moça Airport,closed,-8.094491,-34.891645,10.0,Pernambuco,Recife,POINT (5902071.7768717045 9102468.729854444)
3934,Fazenda Nova Esperança Airport.,small_airport,-8.553056,-47.085833,1014.0,Tocantins,Recursolândia,POINT (4545442.369714813 9051247.086813373)
3935,Fazenda Pau D`Arco Airport,small_airport,-7.943611145019999,-50.1763877869,794.0,Pará,Redenção,POINT (4201611.562092524 9119308.910664296)
3936,Aeroparque Paulo,small_airport,-8.088011,-49.934211,702.0,Pará,Redenção,POINT (4228554.24583984 9103192.11374561)
3937,Tião Machado Airport,small_airport,-8.089248,-49.975491,709.0,Pará,Redenção,POINT (4223961.75785069 9103054.024242988)
3938,Redenção Airport,small_airport,-8.033289909362793,-49.97990036010742,670.0,Pará,Redenção,POINT (4223471.207140099 9109300.341830263)
3939,Fazenda Chapada Grande Airport,small_airport,-6.348867,-42.474947,1378.0,Piauí,Regeneração,POINT (5058413.265411027 9296943.985415014)
3940,Fazenda São Roque Airport,small_airport,-21.669166564941406,-49.17305755615234,1450.0,São Paulo,Reginópolis,POINT (4313234.18888176 7545406.17330603)
3941,Fazenda São José Airport,small_airport,-21.744444,-49.164722,1509.0,São Paulo,Reginópolis,POINT (4314161.537271114 7536444.34080975)
3942,Remanso Airport,small_airport,-9.579994,-42.115917,1332.0,Bahia,Remanso,POINT (5098356.11819069 8936306.321690083)
3943,Sementes Guerra Airport,small_airport,-26.289928,-52.937149,2536.0,Paraná,Renascença,POINT (3894470.992517117 6985710.405265966)
3944,Fazenda Reserva Airport,closed,-25.849569,-52.014685,3438.0,Paraná,Reserva Do Iguaçu,POINT (3997097.078767679 7039955.39458254)
3945,Riachão Airport,small_airport,-7.350279808044434,-46.6338996887207,1312.0,Maranhão,Riachão,POINT (4595720.913899574 9185472.882065084)
3946,Fazenda Bacuri Airport,small_airport,-8.377661,-46.4404,1815.0,Maranhão,Riachão,POINT (4617248.166718231 9070845.874683877)
3947,Fazenda São Francisco Airport,small_airport,-11.69435,-45.51127,2480.0,Bahia,Riachão das Neves,POINT (4720615.859677505 8698500.215237899)
3948,Fazenda Santana Airport,small_airport,-11.667513,-45.727424,2592.0,Bahia,Riachão das Neves,POINT (4696568.266440908 8701529.450228821)
3949,Fazenda Belizário Airport,small_airport,-11.526303,-45.728645,2474.0,Bahia,Riachão das Neves,POINT (4696432.427588322 8717463.702822132)
3950,Fazenda Savana Airport,small_airport,-11.557693,-45.544081,2539.0,Bahia,Riachão das Neves,POINT (4716965.565990199 8713922.334112681)
3951,Fazenda São José Airport,small_airport,-11.414312,-45.423924,2533.0,Bahia,Riachão das Neves,POINT (4730333.288357261 8730095.088104518)
3952,Fazenda Logradouro Vereda da Ponte Airport,small_airport,-16.299167633057,-46.159442901611,2848.0,Minas Gerais,Riachinho,POINT (4648505.24277971 8173696.915310625)
3953,Fazenda Agua Boa Airport,small_airport,-5.9611110687256,-47.392223358154,495.0,Maranhão,Ribamar Fiquene,POINT (4511355.789292973 9340045.71513968)
3954,Fazenda Itaporã Airport,small_airport,-20.082779,-53.888611,1590.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3788618.8169567348 7733197.9269868415)
3955,Fazenda Aurora II Airport,small_airport,-21.491111755371094,-53.203887939453125,1194.0,Mato Grosso do Sul,Ribas Do Rio Pardo,POINT (3864795.7169435443 7566584.932842958)
3956,Fazenda Quatro Irmãos Airport,small_airport,-20.876941,-53.556023,1509.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3825619.9408747433 7639438.228260741)
3957,Fazenda Primavera Airport,small_airport,-21.385867,-53.597493,1184.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3821006.314980604 7579090.951598324)
3958,Modelo II Airport,small_airport,-21.162035,-53.283775,1168.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3855908.1111768293 7605658.270990366)
3959,Fazenda Santa Rosa,small_airport,-20.941333,-53.435333,1424.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3839046.960627904 7631814.311472964)
3960,Letícia Airport,small_airport,-21.552032,-53.558751,1191.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3825316.4450599565 7559341.726012733)
3961,Sossego Airport,small_airport,-21.24112,-53.351389,1292.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3848385.9095562287 7596276.092663946)
3962,Fazenda Reserva Airstrip,small_airport,-21.511361,-53.196792,1050.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3865585.155332842 7564177.708351046)
3963,Fazenda Santo Antônio - Zampieri Airport,small_airport,-20.739129,-53.535518,1319.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3827901.165831563 7655743.872253494)
3964,Tamanduá Bandeira - MC Airstrip,small_airport,-20.47297,-53.692748,1204.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3810408.993192657 7687192.87798223)
3965,Fazenda Bela Vista Airport,small_airport,-20.388181,-53.373436,1522.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3845933.133812605 7697199.815619543)
3966,Fazenda São José do Pontal Airport,small_airport,-20.651944,-53.598889,1155.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3820851.0070050023 7666051.66613891)
3967,Fazenda São Domingos Airport,small_airport,-20.737708,-53.293808,1506.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3854791.918541288 7655911.923737154)
3968,Fazenda Cachoeirinha Airstrip,small_airport,-20.313889,-53.768056,1427.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3802030.81767214 7705963.3031067345)
3969,Fazenda Goaçu Airstrip,small_airport,-20.030556,-53.358611,1299.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3847582.4466623897 7739346.38071017)
3970,Fazenda Santa Pilar Airstrip,small_airport,-21.499444,-53.276944,1394.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3856668.0744872424 7565594.438999925)
3971,Fazenda Paraíso Airstrip,small_airport,-20.820278,-53.422778,1266.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3840443.7311391393 7646144.308449298)
3972,Fazenda Nossa Senhora de Fátima Airstrip,small_airport,-20.088889,-53.391667,1509.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3843904.896202862 7732478.43325375)
3973,Fazenda Lageado Airstrip,small_airport,-21.166667,-53.165278,1033.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3869091.155005567 7605108.897821214)
3974,Fazenda Recreio Airport,small_airport,-20.236944,-53.793889,1434.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3799156.8413585816 7715035.253183534)
3975,Fazenda Progresso Airstrip,small_airport,-20.134167,-53.297222,1493.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3854412.103764278 7727145.757685358)
3976,Fazenda Recreio 3 Airport,closed,-20.207542,-53.778935,1509.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3800820.5057333335 7718500.599541458)
3977,Fazenda Formosa Airport,small_airport,-20.199499130249023,-53.22489929199219,1575.0,Mato Grosso do Sul,Ribas Do Rio Pardo,POINT (3862458.1591874533 7719448.424058687)
3978,Fazenda Sumaré Airport,small_airport,-21.542281,-53.345331,1001.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3849059.8749689776 7560501.292860073)
3979,Fazenda San Jose I Airport,small_airport,-19.815147,-53.827834,2116.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3795380.387754132 7764685.697720803)
3980,Fazenda Cachoeira Branca Airport,small_airport,-20.891107,-53.406103,1063.0,Mato Grosso do Sul,Ribas Do Rio Pardo,POINT (3842298.8604322374 7637761.279023231)
3981,Fazenda Santa Lídia Airport,small_airport,-20.721889,-53.687986,1371.0,Mato Grosso do Sul,Ribas Do Rio Pardo,POINT (3810938.7758429553 7657782.6156865265)
3982,Fazenda Lagoa do Campo Airport,small_airport,-20.384721756,-53.4011116028,1542.0,Mato Grosso do Sul,Ribas Do Rio Pardo,POINT (3842854.1640100004 7697607.962913403)
3983,Monte Belo Airport,small_airport,-20.276388,-53.661667,1624.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3813866.820692433 7710385.305468629)
3984,Fazenda Futuro Airport,closed,-20.347615,-53.456944,1598.0,Mato Grosso do Sul,Ribas Do Rio Pardo,POINT (3836642.6908136243 7701985.5112156365)
3985,Fazenda Aurora III Airport,small_airport,-21.452499389648,-53.353332519531,1214.0,Mato Grosso do Sul,Ribas Do Rio Pardo,POINT (3848169.688865754 7571174.221267176)
3986,Fazenda Santo Antônio Airport,small_airport,-21.40472221374512,-53.30694580078125,1142.0,Mato Grosso do Sul,Ribas Do Rio Pardo,POINT (3853330.310200887 7576851.09568944)
3987,Fazenda Japecanga Airport,small_airport,-20.803995,-54.079343,1493.0,Mato Grosso do Sul,Ribas Do Rio Pardo,POINT (3767399.4754076414 7648070.93332367)
3988,Fazenda Lontra Airport,small_airport,-20.017778396606445,-53.25249862670898,1299.0,Mato Grosso do Sul,Ribas Do Rio Pardo,POINT (3859387.6743716737 7740850.431682921)
3989,Fazenda Mimoso Airport,small_airport,-20.73444366455078,-53.57666778564453,1299.0,Mato Grosso do Sul,Ribas Do Rio Pardo,POINT (3823323.1644670134 7656297.967244433)
3990,Fazenda Rio Lagoa Airport,small_airport,-20.835246,-53.203787,1082.0,Mato Grosso do Sul,Ribas do Rio Pardo,POINT (3864806.946672859 7644373.090193756)
3991,Clemente Verillo Airport,small_airport,-22.101357,-48.226719,2395.0,São Paulo,Ribeirão Bonito,POINT (4418516.370393367 7493888.567891676)
3992,Fazenda Tangará Airport,small_airport,-12.634957,-51.276058,735.0,Mato Grosso,Ribeirão Cascalheira,POINT (4079270.90691598 8592135.7126806)
3993,Ribeirão Cascalheira (SOS Mecanica Diesel) Airport,small_airport,-12.91111,-51.81561,1280.0,Mato Grosso,Ribeirão Cascalheira,POINT (4019244.596850044 8560834.14584252)
3994,Mekdessi Airport,small_airport,-12.622778,-51.765833,1234.0,Mato Grosso,Ribeirão Cascalheira,POINT (4024782.39420072 8593515.391673239)
3995,Fazenda Furnas Airport,small_airport,-13.158297,-51.807606,1618.0,Mato Grosso,Ribeirão Cascalheira,POINT (4020135.058910731 8532786.137005256)
3996,Fazenda Campo Alto Airport,small_airport,-13.038091,-51.713889,1099.0,Mato Grosso,Ribeirão Cascalheira,POINT (4030561.2749204 8546429.309789026)
3997,Fazenda Marruá Airport,small_airport,-12.77502,-51.106803,591.0,Mato Grosso,Ribeirão Cascalheira,POINT (4098100.886436416 8576264.091176352)
3998,Fazenda Aruanã Airport,small_airport,-13.081903,-51.587892,968.0,Mato Grosso,Ribeirão Cascalheira,POINT (4044578.70973554 8541457.504450504)
3999,Fazenda Sete Barras Airport,small_airport,-12.56158,-51.694515,801.0,Mato Grosso,Ribeirão Cascalheira,POINT (4032716.6737164706 8600447.106126908)
4000,Fazenda Sevilha Airport,small_airport,-12.626667022705078,-51.93416595458984,951.0,Mato Grosso,Ribeirão Cascalheira,POINT (4006054.994197524 8593074.837042037)
4001,Fazenda Santa Juliana Airport,small_airport,-12.875085,-52.020235,1230.0,Mato Grosso,Ribeirão Cascalheira,POINT (3996479.6294377428 8564919.50078479)
4002,Fazenda Floresta Airport,small_airport,-12.806725,-51.873778,1266.0,Mato Grosso,Ribeirão Cascalheira,POINT (4012773.2828637827 8572670.11931328)
4003,Fazenda Campo Claro Airstrip,small_airport,-12.674353,-51.739294,1165.0,Mato Grosso,Ribeirão Cascalheira,POINT (4027734.9145191326 8587672.341971476)
4004,Fazenda Morro Vermelho Airport,small_airport,-23.228029,-49.777613,2526.0,Paraná,Ribeirão Claro,POINT (4245976.107131625 7358826.306172578)
4005,Fazenda Ribeirão Airport,small_airport,-8.00638866425,-45.338054657,1588.0,Piauí,Ribeirão Gonçalves,POINT (4739886.435798242 9112302.880425425)
4006,Usina Santa Lydia Airport,small_airport,-21.20166778564453,-47.920555114746094,2270.0,São Paulo,Ribeirão Preto,POINT (4452577.755222341 7600957.106113119)
4007,Agrishow Airport,small_airport,-21.211237,-47.865781,1952.0,São Paulo,Ribeirão Preto,POINT (4458671.492239971 7599821.833123861)
4008,Ribeirãozinho Airport,small_airport,-16.492659,-52.700786,,Mato Grosso,Ribeirãozinho,POINT (3920766.8800796038 8151396.400107085)
4009,Fazenda Serra Grande Airport,small_airport,-8.343619,-45.517925,1739.0,Piauí,Ribeiro Gonçalves,POINT (4719875.476742239 9074648.713908015)
4010,Fazenda Tradição Airport,small_airport,-7.804289,-45.057598,1424.0,Piauí,Ribeiro Gonçalves,POINT (4771087.836688494 9134853.529667955)
4011,Agrodipe Airport,small_airport,-7.765323,-45.371656,1496.0,Piauí,Ribeiro Gonçalves,POINT (4736148.214767553 9139200.14811385)
4012,Ribeiro Gonçalves Airport,small_airport,-7.581572,-45.210768,1175.0,Piauí,Ribeiro Gonçalves,POINT (4754047.34770356 9159691.920467675)
4013,Fazenda Galiota Airport,small_airport,-8.187222,-45.431389,1660.0,Piauí,Ribeiro Gonçalves,POINT (4729502.791195462 9092115.564633142)
4014,Usina Sao Geraldo Airport,closed,-21.130800247192383,-48.06639862060547,1804.0,São Paulo,Ribeiro Preto,POINT (4436352.35432712 7609362.379993042)
4015,Fazenda Nictheroy Airport,small_airport,-10.2675,-67.698,699.0,Acre,Rio Branco,POINT (2252294.8557164394 8859162.010557363)
4016,Fazenda Mestiça Airport,small_airport,-24.30998,-51.408742,1575.0,Paraná,Rio Branco Do Ivaí,POINT (4064509.529097367 7228036.190399254)
4017,Fazenda Jurema Airport,small_airport,-21.805278778076,-54.246387481689,709.0,Mato Grosso do Sul,Rio Brilhante,POINT (3748815.4207610693 7529198.4462188985)
4018,Fazenda Mimoso Airport,small_airport,-21.77111053466797,-54.38166809082031,1476.0,Mato Grosso do Sul,Rio Brilhante,POINT (3733765.1646418725 7533268.532062822)
4019,Usina Eldorado Airport,small_airport,-21.852222442627,-54.018890380859,1690.0,Mato Grosso do Sul,Rio Brilhante,POINT (3774124.9581430512 7523604.962970147)
4020,Usina Passa Tempo Airport,small_airport,-21.507221221924,-54.715831756592,984.0,Mato Grosso do Sul,Rio Brilhante,POINT (3696588.7445481997 7564669.871575316)
4021,Fazenda Celeiro Airport,small_airport,-21.545365,-54.661987,1070.0,Mato Grosso do Sul,Rio Brilhante,POINT (3702579.088490241 7560134.559083758)
4022,Fazenda Barra Nova Airport,small_airport,-21.319721,-54.735279,1608.0,Mato Grosso do Sul,Rio Brilhante,POINT (3694425.1972668697 7586946.2862401195)
4023,Fazenda Capão Alto Airport,small_airport,-21.698888778686523,-54.81388854980469,1050.0,Mato Grosso do Sul,Rio Brilhante,POINT (3685679.7172932625 7541868.288872322)
4024,Fazenda Jauru Airport,small_airport,-21.78249931335449,-53.8922233581543,1017.0,Mato Grosso do Sul,Rio Brilhante,POINT (3788216.934412255 7531912.021548917)
4025,Rio Brilhante Airport,small_airport,-21.8477783203125,-54.52777862548828,1024.0,Mato Grosso do Sul,Rio Brilhante,POINT (3717510.056222519 7524134.573532277)
4026,Fazenda Santa Inês Airport,small_airport,-21.70305633544922,-54.36833190917969,1084.0,Mato Grosso do Sul,Rio Brilhante,POINT (3735248.843275731 7541372.15864143)
4027,Fazenda Campana Airport,small_airport,-21.894132,-54.294185,1043.0,Mato Grosso do Sul,Rio Brilhante,POINT (3743497.8449676 7518609.738373329)
4028,Fazenda Ramalhete Airport,small_airport,-21.733299255371094,-54.576698303222656,1099.0,Mato Grosso do Sul,Rio Brilhante,POINT (3712067.637801293 7537771.429803358)
4029,Fazenda Sucuri Airport,small_airport,-21.695564,-54.76868,2625.0,Mato Grosso do Sul,Rio Brilhante,POINT (3690709.264821966 7542264.079475345)
4030,Fazenda Estrela do Sul Airport,small_airport,-21.79032,-54.083658,991.0,Mato Grosso do Sul,Rio Brilhante,POINT (3766919.4224601323 7530980.441190212)
4031,Fazenda Capivari Airstrip,small_airport,-21.764028,-54.323365,709.0,Mato Grosso do Sul,Rio Brilhante,POINT (3740251.5077698426 7534112.073527274)
4032,Fazenda Vargem Alegre Airstrip,small_airport,-21.834324,-54.47871,974.0,Mato Grosso do Sul,Rio Brilhante,POINT (3722969.0453988514 7525737.836975991)
4033,Fazenda Recanto Feliz Airport,small_airport,-22.74611091613769,-44.05083465576172,1750.0,Rio de Janeiro,Rio Claro,POINT (4883092.404671313 7416734.7857741015)
4034,Rio de Contas Airport,small_airport,-13.587499618530272,-41.78916549682617,3576.0,Bahia,Rio De Contas,POINT (5134707.919396176 8484016.602382194)
4035,Lagoa Heliport,heliport,-22.974815,-43.216484,10.0,Rio de Janeiro,Rio de Janeiro,POINT (4975915.693560002 7389279.179780001)
4036,Marambaia Airport,small_airport,-23.066389,-43.879491,16.0,Rio de Janeiro,Rio De Janeiro,POINT (4902154.751597251 7378272.696886206)
4037,Clube CÉU Airport,small_airport,-22.96126,-43.659414,49.0,Rio de Janeiro,Rio de Janeiro,POINT (4926638.786945802 7390907.7438159)
4038,José Múcio Monteiro Airport,small_airport,-8.631111,-35.271667,479.0,Pernambuco,Rio Formoso,POINT (5859793.51934717 9042522.225684041)
4039,Granja 4 Irmãos - Taim Airport,small_airport,-32.264038,-52.567134,56.0,Rio Grande do Sul,Rio Grande,POINT (3935635.949961528 6227071.992098942)
4040,Manduca Leão Airport,small_airport,-9.544221,-35.824949,387.0,Alagoas,Rio Largo,POINT (5798239.717515464 8940315.941420233)
4041,Fazenda Rio Madeira Airport,small_airport,-9.642562,-64.837556,433.0,Rondônia,Rio Madeira,POINT (2570525.347810334 8929292.352056557)
4042,Avelino Remor Airstrip,small_airport,-7.301063,-50.049915,676.0,Pará,Rio Maria,POINT (4215681.929214437 9190957.059243686)
4043,Valeu Boi Leilões Airport,small_airport,-7.301528,-50.032116,627.0,Pará,Rio Maria,POINT (4217662.105903363 9190905.247650566)
4044,Nossa Senhora Aparecida Airstrip,small_airport,-7.351975,-50.376306,1407.0,Pará,Rio Maria,POINT (4179370.234755458 9185283.977662984)
4045,Fazenda Santa Rita Airport,small_airport,-7.245846,-49.436457,502.0,Pará,Rio Maria,POINT (4283930.439312498 9197109.103857962)
4046,Fazenda Santos Reis Airport,small_airport,-7.406999,-50.06895,741.0,Pará,Rio Maria,POINT (4213564.244890951 9179151.958209157)
4047,Aeroclube de Rio Negrinho Airport,small_airport,-26.321385,-49.521372,3025.0,Santa Catarina,Rio Negrinho,POINT (4274483.464564468 6981827.494905908)
4048,Fazenda Valença Airport,small_airport,-19.411443,-55.173784,1759.0,Mato Grosso do Sul,Rio Negro,POINT (3645640.5813346463 7812081.69191558)
4049,Rio Paranaíba Airport,small_airport,-19.212499618530277,-46.2406005859375,3757.0,Minas Gerais,Rio Paranaíba,POINT (4639476.277409151 7835394.27902477)
4050,Rio Pardo Airport,small_airport,-29.972778320312,-52.361110687256,230.0,Rio Grande do Sul,Rio Pardo,POINT (3958556.4826471317 6523396.889626292)
4051,Fazenda Santa Helena Airport,small_airport,-30.135833,-52.628889,269.0,Rio Grande do Sul,Rio Pardo,POINT (3928765.5745795043 6502544.2103211135)
4052,Fazenda São Miguel Airport,small_airport,-30.175022,-52.169479,243.0,Rio Grande do Sul,Rio Pardo,POINT (3979875.9163211556 6497527.241379974)
4053,Fazendas Apóstolo Simão Coffee Airport,small_airport,-15.720262,-42.406305,2664.0,Minas Gerais,Rio Pardo de Minas,POINT (5066049.834222829 8240285.820530919)
4054,Rio Quente Resorts Airport,small_airport,-17.768871,-48.761807,2247.0,Goiás,Rio Quente,POINT (4358986.689842537 8003728.827275967)
4055,Fazenda Santo Expedito IV Airport,small_airport,-9.836388,-47.305152,1158.0,Tocantins,Rio Sono,POINT (4521042.663481956 8907555.74946156)
4056,Rio Tinto Airport,small_airport,-6.792254,-35.101147,443.0,Paraíba,Rio Tinto,POINT (5878764.2328139795 9247618.044961076)
4057,Fazenda Reunidas Airport,small_airport,-17.751364,-51.151936,2362.0,Goiás,Rio Verde,POINT (4093079.7439845186 8005761.561728382)
4058,Fazenda São Francisco Airport,small_airport,-17.500746,-51.597187,3123.0,Goiás,Rio Verde,POINT (4043544.6211730605 8034838.822066549)
4059,Base Aeroverde Airport,small_airport,-17.741666,-50.968612,2822.0,Goiás,Rio Verde,POINT (4113474.9297433104 8006887.508040223)
4060,Rio Verde de Mato Grosso Airport,small_airport,-18.908559,-54.83163,,Mato Grosso do Sul,Rio Verde de Mato Grosso,POINT (3683705.9431427764 7870955.688371524)
4061,Fazenda Sombra da Serra Airport,small_airport,-18.996412,-55.133827,,Mato Grosso do Sul,Rio Verde de Mato Grosso,POINT (3650085.882753795 7860683.552373722)
4062,Fazenda Baia Grande Airport,small_airport,-18.829941,-55.206932,525.0,Mato Grosso do Sul,Rio Verde de Mato Grosso,POINT (3641952.7956790174 7880143.401134093)
4063,Fazenda Querência Airport,small_airport,-18.853717,-54.672754,1453.0,Mato Grosso do Sul,Rio Verde de Mato Grosso,POINT (3701381.2367901644 7877365.272583613)
4064,Fazenda Vitória Airport,small_airport,-18.623287,-55.104928,587.0,Mato Grosso do Sul,Rio Verde de Mato Grosso,POINT (3653300.958102594 7904273.386081971)
4065,Agropecuária Santa Rita Airport,small_airport,-19.006884,-55.000703,2083.0,Mato Grosso do Sul,Rio Verde de Mato Grosso,POINT (3664896.2115102774 7859458.7573138075)
4066,Fazenda Santa Clara Airport,small_airport,-18.937671,-55.201856,499.0,Mato Grosso do Sul,Rio Verde de Mato Grosso,POINT (3642517.511498614 7867552.399149653)
4067,Fazenda São Paulo Airport,small_airport,-18.544192,-55.570832,515.0,Mato Grosso do Sul,Rio Verde de Mato Grosso,POINT (3601468.145018851 7913501.054850325)
4068,Fazenda Santo Antônio do Caeté Airstrip,small_airport,-18.720556,-55.253333,551.0,Mato Grosso do Sul,Rio Verde de Mato Grosso,POINT (3636790.5855243537 7892919.47585856)
4069,SS Airstrip,small_airport,-18.622638,-54.712653,850.0,Mato Grosso do Sul,Rio Verde de Mato Grosso,POINT (3696942.3879946433 7904349.119733764)
